[GIN] 2023/11/22 - 16:52:27 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:27 | 200 |       664.7µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:30 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:30 | 200 |         679µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:33 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:33 | 200 |       801.8µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:36 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:36 | 200 |       1.312ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:39 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:39 | 200 |      1.1877ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:42 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:42 | 200 |      1.0698ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:45 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:45 | 200 |      1.1245ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:48 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:48 | 200 |        1.24ms |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:51 | 200 |            0s |             ::1 | OPTIONS  "/api/layout/info"
[GIN] 2023/11/22 - 16:52:51 | 200 |       703.4µs |             ::1 | GET      "/api/layout/info"
[GIN] 2023/11/22 - 16:52:52 | 200 |            0s |             ::1 | OPTIONS  "/api/trail/info?Controller_type=%E8%BD%A8%E9%81%93"
[GIN] 2023/11/22 - 16:52:52 | 200 |      1.9564ms |             ::1 | GET      "/api/trail/info?Controller_type=%E8%BD%A8%E9%81%93"
